statecounty,margin,dole,clinton,perot,nader,other
40139,44.84%, 67.95%, 23.12%, 8.50%,-, 0.43%
40141,13.15%, 36.79%, 49.93%, 12.87%,-, 0.41%
40143,16.55%, 53.65%, 37.10%, 8.78%,-, 0.48%
40145,8.40%, 48.02%, 39.62%, 12.05%,-, 0.31%
40147,23.55%, 56.08%, 32.53%, 10.90%,-, 0.49%
40149,1.73%, 42.65%, 40.92%, 16.00%,-, 0.43%
40151,17.55%, 52.44%, 34.89%, 12.12%,-, 0.56%
40153,22.54%, 54.59%, 32.05%, 12.84%,-, 0.52%
41001,18.54%, 51.60%, 33.07%, 11.68%,-, 3.65%
41003,13.80%, 36.09%, 49.89%, 7.09%, 5.51%, 1.43%
41005,5.69%, 40.95%, 46.65%, 8.48%, 2.78%, 1.14%
41007,15.57%, 34.63%, 50.19%, 10.27%, 3.49%, 1.43%
41009,16.62%, 33.58%, 50.20%, 12.61%, 2.24%, 1.37%
41011,4.65%, 39.39%, 44.04%, 12.52%, 2.17%, 1.89%
41013,9.20%, 46.50%, 37.30%, 13.56%,-, 2.63%
41015,5.36%, 43.66%, 38.30%, 14.22%, 2.04%, 1.79%
41017,8.80%, 46.67%, 37.88%, 11.72%, 2.26%, 1.47%
41019,15.44%, 51.10%, 35.66%, 10.44%,-, 2.80%
41021,8.37%, 38.27%, 46.63%, 13.75%,-, 1.35%
41023,24.24%, 54.99%, 30.75%, 11.26%,-, 3.00%
41025,27.54%, 55.42%, 27.88%, 14.40%,-, 2.30%
41027,11.35%, 36.89%, 48.24%, 9.52%, 4.32%, 1.03%
41029,6.17%, 45.86%, 39.69%, 10.14%, 2.66%, 1.65%
41031,1.28%, 42.52%, 41.24%, 13.12%,-, 3.12%
41033,15.37%, 49.98%, 34.61%, 11.04%, 2.02%, 2.35%
41035,21.95%, 54.19%, 32.23%, 11.35%,-, 2.23%
41037,34.97%, 61.31%, 26.34%, 10.54%,-, 1.81%
41039,15.17%, 34.52%, 49.69%, 8.23%, 5.66%, 1.91%
41041,18.61%, 32.60%, 51.21%, 11.01%, 3.68%, 1.51%
41043,3.12%, 44.36%, 41.24%, 11.55%,-, 2.86%
41045,32.53%, 61.11%, 28.58%, 8.53%,-, 1.78%
41047,2.07%, 43.19%, 45.26%, 8.19%, 2.15%, 1.21%
41049,1.35%, 41.46%, 42.81%, 13.66%,-, 2.07%
41051,32.89%, 26.33%, 59.22%, 6.50%, 6.60%, 1.35%
41053,2.12%, 45.31%, 43.20%, 8.26%, 2.19%, 1.04%
41055,3.00%, 44.61%, 41.61%, 11.81%,-, 1.97%
41057,16.69%, 34.27%, 50.96%, 11.15%, 2.50%, 1.12%
41059,4.32%, 45.14%, 40.82%, 11.63%,-, 2.41%
41061,9.12%, 47.72%, 38.60%, 10.94%,-, 2.74%
41063,24.62%, 55.36%, 30.74%, 11.24%,-, 2.65%
41065,13.11%, 36.80%, 49.91%, 10.09%, 2.01%, 1.20%
41067,7.13%, 40.83%, 47.96%, 7.16%, 2.85%, 1.20%
41069,13.62%, 47.83%, 34.21%, 13.84%,-, 4.12%
41071,2.64%, 44.64%, 42.00%, 9.36%, 2.42%, 1.58%
42001,15.47%, 51.98%, 36.51%, 10.80%,-, 0.71%
42003,14.93%, 37.89%, 52.82%, 7.86%,-, 1.44%
42005,0.30%, 42.87%, 43.17%, 13.39%,-, 0.56%
42007,18.22%, 35.07%, 53.28%, 11.14%,-, 0.51%
42009,22.67%, 55.52%, 32.85%, 11.26%,-, 0.38%
42011,5.26%, 46.25%, 40.99%, 11.33%,-, 1.44%
42013,15.35%, 52.30%, 36.95%, 9.86%,-, 0.88%
42015,12.65%, 49.47%, 36.82%, 12.91%,-, 0.79%
42017,3.70%, 41.74%, 45.44%, 10.80%,-, 2.03%
42019,16.58%, 52.88%, 36.29%, 10.14%,-, 0.69%
42021,16.95%, 34.32%, 51.27%, 13.22%,-, 1.19%
42023,13.04%, 49.89%, 36.84%, 12.68%,-, 0.58%
42025,11.42%, 36.28%, 47.69%, 15.09%,-, 0.94%
42027,0.45%, 44.71%, 45.16%, 8.91%,-, 1.22%
42029,7.73%, 48.64%, 40.91%, 8.88%,-, 1.57%
42031,6.38%, 45.89%, 39.51%, 13.70%,-, 0.91%
42033,3.44%, 44.85%, 41.41%, 12.98%,-, 0.76%
42035,11.89%, 37.39%, 49.27%, 12.40%,-, 0.94%
42037,0.71%, 40.42%, 41.13%, 17.94%,-, 0.52%
42039,5.46%, 46.62%, 41.16%, 11.19%,-, 1.03%
42041,19.24%, 55.63%, 36.40%, 7.18%,-, 0.79%
42043,3.74%, 47.78%, 44.03%, 7.49%,-, 0.70%
42045,9.93%, 39.46%, 49.39%, 9.32%,-, 1.83%
42047,6.61%, 37.57%, 44.18%, 17.62%,-, 0.63%
42049,16.20%, 36.66%, 52.86%, 9.55%,-, 0.93%
42051,26.52%, 30.13%, 56.65%, 12.30%,-, 0.93%
42053,2.82%, 40.98%, 43.80%, 14.77%,-, 0.45%
42055,23.28%, 56.77%, 33.49%, 9.23%,-, 0.52%
42057,21.47%, 54.75%, 33.28%, 11.38%,-, 0.60%
42059,26.34%, 29.14%, 55.47%, 14.94%,-, 0.45%
42061,14.07%, 50.53%, 36.46%, 12.51%,-, 0.50%
42063,3.25%, 42.10%, 45.35%, 12.01%,-, 0.55%
42065,14.04%, 49.56%, 35.52%, 14.11%,-, 0.81%
42067,15.43%, 51.70%, 36.27%, 11.41%,-, 0.61%
42069,23.52%, 32.57%, 56.09%, 9.90%,-, 1.43%
42071,28.18%, 59.81%, 31.63%, 7.47%,-, 1.09%
42073,16.29%, 36.10%, 52.38%, 11.04%,-, 0.49%
42075,18.90%, 53.73%, 34.83%, 10.40%,-, 1.05%
42077,3.27%, 42.51%, 45.77%, 10.32%,-, 1.41%
42079,14.21%, 37.30%, 51.51%, 10.64%,-, 0.55%
42081,20.44%, 54.88%, 34.44%, 9.82%,-, 0.85%
42083,8.94%, 45.99%, 37.05%, 15.80%,-, 1.16%
42085,12.65%, 37.60%, 50.25%, 11.16%,-, 0.99%
42087,11.38%, 50.21%, 38.83%, 10.15%,-, 0.81%
42089,1.99%, 44.35%, 42.36%, 11.90%,-, 1.39%
42091,7.69%, 41.18%, 48.87%, 8.30%,-, 1.65%
42093,10.36%, 47.93%, 37.57%, 13.49%,-, 1.02%
42095,9.05%, 39.26%, 48.31%, 10.82%,-, 1.61%
42097,0.41%, 41.82%, 41.41%, 15.97%,-, 0.80%
42099,24.42%, 56.19%, 31.77%, 11.09%,-, 0.96%
42101,61.44%, 16.00%, 77.44%, 5.50%,-, 1.05%
42103,8.34%, 47.02%, 38.68%, 13.15%,-, 1.16%
42105,23.00%, 54.48%, 31.48%, 13.57%,-, 0.47%
42107,3.43%, 40.47%, 43.90%, 14.96%,-, 0.67%
42109,28.66%, 57.91%, 29.25%, 12.46%,-, 0.38%
42111,6.38%, 46.64%, 40.26%, 12.56%,-, 0.53%
42113,9.83%, 47.31%, 37.47%, 14.63%,-, 0.59%
42115,9.22%, 47.03%, 37.81%, 14.49%,-, 0.67%
42117,16.78%, 51.18%, 34.39%, 13.82%,-, 0.62%
42119,24.84%, 56.04%, 31.20%, 12.21%,-, 0.55%
42121,0.99%, 42.96%, 41.97%, 14.21%,-, 0.86%
42123,1.38%, 41.34%, 42.72%, 14.67%,-, 1.27%
42125,16.95%, 35.73%, 52.67%, 11.14%,-, 0.46%
42127,13.16%, 49.45%, 36.29%, 13.02%,-, 1.24%
42129,1.14%, 43.30%, 44.43%, 11.32%,-, 0.95%
42131,8.06%, 46.96%, 38.90%, 13.59%,-, 0.55%
42133,12.17%, 50.87%, 38.70%, 9.09%,-, 1.34%
44001,24.31%, 32.25%, 56.56%, 9.18%,-, 2.01%
44003,29.40%, 27.95%, 57.35%, 12.92%,-, 1.78%
44005,21.23%, 32.77%, 54.00%, 10.78%,-, 2.45%
44007,40.05%, 23.52%, 63.58%, 10.71%,-, 2.18%
44009,19.38%, 32.71%, 52.09%, 12.01%, 2.35%, 0.84%
45001,6.18%, 43.01%, 49.20%, 7.56%,-, 0.23%
45003,28.38%, 61.61%, 33.23%, 4.61%,-, 0.55%
45005,39.14%, 28.75%, 67.89%, 2.66%,-, 0.70%
45007,14.59%, 52.74%, 38.15%, 8.51%,-, 0.60%
45009,31.34%, 32.29%, 63.63%, 3.61%,-, 0.47%
45011,2.42%, 48.98%, 46.57%, 3.99%,-, 0.46%
45013,12.19%, 53.00%, 40.81%, 5.54%,-, 0.65%
45015,13.03%, 53.22%, 40.18%, 5.78%,-, 0.82%
45017,3.50%, 45.02%, 48.52%, 5.64%,-, 0.82%
45019,5.28%, 50.34%, 45.06%, 3.63%,-, 0.96%
45021,6.36%, 49.04%, 42.68%, 7.80%,-, 0.48%
45023,21.51%, 34.80%, 56.31%, 8.36%,-, 0.54%
45025,16.14%, 38.11%, 54.25%, 7.27%,-, 0.37%
45027,20.48%, 37.66%, 58.15%, 3.87%,-, 0.31%
45029,8.34%, 42.90%, 51.24%, 5.29%,-, 0.58%
45031,3.97%, 45.18%, 49.15%, 4.94%,-, 0.73%
45033,17.25%, 39.29%, 56.54%, 3.89%,-, 0.28%
45035,19.83%, 56.63%, 36.80%, 5.90%,-, 0.67%
45037,0.85%, 48.62%, 47.77%, 3.26%,-, 0.35%
45039,30.83%, 32.29%, 63.12%, 3.80%,-, 0.79%
45041,7.45%, 51.26%, 43.81%, 4.33%,-, 0.59%
45043,7.80%, 42.95%, 50.75%, 5.81%,-, 0.50%
45045,24.58%, 59.13%, 34.55%, 5.61%,-, 0.70%
45047,3.70%, 48.81%, 45.11%, 5.42%,-, 0.66%
45049,37.13%, 28.85%, 65.98%, 4.70%,-, 0.46%
45051,4.46%, 47.86%, 43.40%, 8.13%,-, 0.60%
45053,31.37%, 31.29%, 62.66%, 5.38%,-, 0.66%
45055,10.69%, 52.05%, 41.36%, 6.09%,-, 0.50%
45057,6.73%, 42.01%, 48.74%, 8.90%,-, 0.35%
45059,6.06%, 48.69%, 42.64%, 8.10%,-, 0.57%
45061,27.34%, 33.40%, 60.73%, 5.42%,-, 0.46%
45063,33.09%, 63.23%, 30.15%, 5.90%,-, 0.72%
45065,24.14%, 35.35%, 59.49%, 4.74%,-, 0.42%
45067,26.45%, 34.40%, 60.85%, 3.41%,-, 1.35%
45069,39.87%, 26.76%, 66.63%, 6.15%,-, 0.46%
45071,7.71%, 50.48%, 42.77%, 6.07%,-, 0.68%
45073,15.56%, 52.64%, 37.08%, 9.83%,-, 0.45%
45075,26.77%, 34.62%, 61.39%, 3.67%,-, 0.33%
45077,31.48%, 61.47%, 30.00%, 7.92%,-, 0.61%
45079,13.79%, 41.05%, 54.84%, 3.32%,-, 0.80%
45081,5.95%, 49.56%, 43.61%, 6.51%,-, 0.32%
45083,13.63%, 53.53%, 39.90%, 5.78%,-, 0.78%
45085,0.46%, 47.57%, 48.04%, 3.67%,-, 0.71%
45087,15.44%, 38.34%, 53.77%, 7.45%,-, 0.44%
45089,26.68%, 34.84%, 61.52%, 3.30%,-, 0.33%
45091,12.58%, 52.26%, 39.68%, 7.46%,-, 0.60%
46003,2.84%, 44.68%, 41.84%, 12.54%,-, 0.95%
46005,3.66%, 42.77%, 46.43%, 9.81%,-, 0.99%
46007,2.79%, 47.07%, 44.28%, 8.12%,-, 0.52%
46009,4.10%, 41.56%, 45.66%, 11.38%,-, 1.40%
46011,0.06%, 45.35%, 45.29%, 8.69%,-, 0.67%
46013,6.76%, 41.35%, 48.11%, 9.86%,-, 0.67%
46015,4.58%, 40.81%, 45.38%, 11.69%,-, 2.12%
46017,51.72%, 20.94%, 72.66%, 5.47%,-, 0.94%
46019,22.29%, 53.24%, 30.95%, 14.79%,-, 1.01%
46021,43.40%, 64.23%, 20.82%, 14.43%,-, 0.52%
46023,5.01%, 42.40%, 47.41%, 9.67%,-, 0.52%
46025,1.87%, 44.51%, 42.64%, 12.13%,-, 0.71%
46027,17.44%, 36.04%, 53.48%, 9.06%,-, 1.42%
46029,2.47%, 45.18%, 42.71%, 11.21%,-, 0.90%
46031,0.46%, 41.00%, 41.46%, 16.62%,-, 0.92%
46033,18.41%, 51.83%, 33.42%, 12.45%,-, 2.29%
46035,0.09%, 44.78%, 44.69%, 9.79%,-, 0.74%
46037,15.79%, 36.29%, 52.08%, 11.18%,-, 0.45%
46039,5.75%, 40.66%, 46.40%, 11.71%,-, 1.23%
46041,23.09%, 33.20%, 56.29%, 9.85%,-, 0.66%
46043,35.94%, 63.38%, 27.45%, 8.43%,-, 0.73%
46045,3.55%, 45.67%, 42.12%, 11.39%,-, 0.82%
46047,8.07%, 47.31%, 39.24%, 12.06%,-, 1.39%
46049,16.77%, 52.27%, 35.49%, 11.88%,-, 0.36%
46051,0.56%, 43.64%, 44.21%, 11.54%,-, 0.61%
46053,11.71%, 49.65%, 37.94%, 11.76%,-, 0.66%
46055,46.78%, 68.81%, 22.03%, 8.53%,-, 0.62%
46057,9.10%, 49.02%, 39.92%, 10.33%,-, 0.73%
46059,16.93%, 52.34%, 35.41%, 11.02%,-, 1.23%
46061,16.95%, 52.22%, 35.27%, 11.08%,-, 1.43%
46063,49.17%, 68.41%, 19.24%, 11.46%,-, 0.89%
46065,21.37%, 56.80%, 35.43%, 6.75%,-, 1.02%
46067,22.81%, 55.66%, 32.86%, 10.46%,-, 1.02%
46069,20.35%, 54.54%, 34.18%, 10.51%,-, 0.77%
46071,19.08%, 55.26%, 36.18%, 7.53%,-, 1.03%
46073,9.24%, 38.86%, 48.09%, 11.07%,-, 1.98%
46075,38.27%, 63.51%, 25.24%, 10.29%,-, 0.96%
46077,2.00%, 43.22%, 45.22%, 10.66%,-, 0.90%
46079,10.94%, 38.41%, 49.36%, 11.59%,-, 0.64%
46081,9.13%, 46.92%, 37.79%, 13.85%,-, 1.44%
46083,6.50%, 48.92%, 42.42%, 7.94%,-, 0.71%
46085,5.25%, 47.67%, 42.42%, 8.54%,-, 1.38%
46087,4.63%, 47.45%, 42.82%, 9.00%,-, 0.73%
46089,35.56%, 62.25%, 26.69%, 10.49%,-, 0.58%
46091,14.43%, 38.33%, 52.76%, 8.41%,-, 0.49%
46093,22.06%, 54.32%, 32.26%, 12.35%,-, 1.08%
46095,14.41%, 52.26%, 37.84%, 8.40%,-, 1.50%
46097,11.28%, 38.35%, 49.63%, 11.42%,-, 0.60%
46099,3.80%, 44.24%, 48.05%, 7.14%,-, 0.58%
46101,15.14%, 37.01%, 52.15%, 10.26%,-, 0.58%
46103,18.33%, 54.32%, 36.00%, 8.87%,-, 0.82%
46105,30.91%, 58.10%, 27.19%, 13.30%,-, 1.42%
46107,26.15%, 57.52%, 31.37%, 10.63%,-, 0.47%
46109,12.46%, 37.99%, 50.45%, 10.94%,-, 0.62%
46111,1.18%, 43.81%, 44.99%, 10.50%,-, 0.70%
46113,73.25%, 11.08%, 84.33%, 3.81%,-, 0.79%
46115,0.41%, 45.00%, 44.59%, 9.81%,-, 0.60%
46117,24.67%, 57.53%, 32.85%, 8.76%,-, 0.87%
46119,26.44%, 57.76%, 31.32%, 10.34%,-, 0.59%
46121,45.10%, 24.21%, 69.31%, 5.42%,-, 1.05%
46123,18.90%, 53.64%, 34.74%, 10.76%,-, 0.86%
46125,7.11%, 48.63%, 41.52%, 9.50%,-, 0.35%
46127,2.77%, 42.90%, 45.67%, 10.66%,-, 0.77%
46129,18.72%, 52.38%, 33.67%, 13.12%,-, 0.82%
46135,1.25%, 44.02%, 42.77%, 12.16%,-, 1.05%
46137,11.61%, 40.32%, 51.94%, 6.67%,-, 1.08%
47001,5.50%, 43.40%, 48.91%, 6.60%,-, 1.09%
47003,9.76%, 41.07%, 50.82%, 7.29%,-, 0.82%
47005,26.12%, 32.15%, 58.27%, 8.90%,-, 0.68%
47007,0.14%, 46.04%, 45.89%, 7.11%,-, 0.96%
47009,12.52%, 52.29%, 39.77%, 6.92%,-, 1.02%
47011,23.97%, 58.13%, 34.16%, 6.97%,-, 0.75%
47013,15.19%, 38.59%, 53.77%, 6.90%,-, 0.75%
47015,20.31%, 35.08%, 55.39%, 8.63%,-, 0.91%
47017,7.17%, 42.70%, 49.87%, 7.08%,-, 0.35%
47019,23.64%, 57.65%, 34.01%, 7.56%,-, 0.77%
47021,6.02%, 42.98%, 49.01%, 7.08%,-, 0.93%
47023,16.81%, 56.03%, 39.22%, 4.14%,-, 0.61%
47025,1.87%, 46.35%, 44.49%, 8.38%,-, 0.78%
47027,15.00%, 36.86%, 51.86%, 10.51%,-, 0.77%
47029,13.29%, 51.56%, 38.27%, 9.18%,-, 0.99%
47031,5.60%, 43.18%, 48.78%, 7.39%,-, 0.66%
47033,8.84%, 43.11%, 51.96%, 4.63%,-, 0.30%
47035,8.69%, 49.53%, 40.84%, 8.56%,-, 1.08%
47037,16.15%, 39.15%, 55.30%, 4.50%,-, 1.05%
47039,13.02%, 40.53%, 53.55%, 5.42%,-, 0.50%
47041,28.61%, 31.99%, 60.60%, 6.45%,-, 0.96%
47043,15.73%, 38.20%, 53.93%, 7.20%,-, 0.67%
47045,4.77%, 44.48%, 49.25%, 5.94%,-, 0.33%
47047,2.62%, 46.29%, 48.90%, 4.37%,-, 0.44%
47049,0.49%, 45.63%, 46.12%, 7.63%,-, 0.61%
47051,12.21%, 39.58%, 51.79%, 7.90%,-, 0.73%
47053,13.62%, 40.26%, 53.88%, 5.42%,-, 0.44%
47055,18.59%, 36.20%, 54.80%, 8.12%,-, 0.89%
47057,13.08%, 52.72%, 39.65%, 7.01%,-, 0.62%
47059,15.71%, 53.10%, 37.39%, 8.71%,-, 0.80%
47061,37.11%, 27.03%, 64.15%, 8.06%,-, 0.77%
47063,15.42%, 54.13%, 38.71%, 6.11%,-, 1.05%
47065,6.49%, 49.81%, 43.32%, 6.04%,-, 0.83%
47067,23.17%, 58.45%, 35.28%, 5.39%,-, 0.88%
47069,23.06%, 35.97%, 59.03%, 4.20%,-, 0.79%
47071,5.81%, 49.03%, 43.22%, 7.32%,-, 0.43%
47073,11.27%, 51.21%, 39.94%, 8.04%,-, 0.80%
47075,21.09%, 38.03%, 59.12%, 2.55%,-, 0.30%
47077,15.94%, 54.96%, 39.01%, 5.60%,-, 0.43%
47079,16.36%, 37.14%, 53.50%, 8.63%,-, 0.73%
47081,29.84%, 31.19%, 61.03%, 7.17%,-, 0.61%
47083,39.97%, 26.34%, 66.31%, 6.46%,-, 0.89%
47085,29.62%, 31.43%, 61.05%, 7.03%,-, 0.50%
47087,46.74%, 22.69%, 69.43%, 6.95%,-, 0.94%
47089,14.46%, 53.03%, 38.57%, 7.26%,-, 1.14%
47091,26.85%, 58.54%, 31.69%, 9.12%,-, 0.65%
47093,6.86%, 50.53%, 43.67%, 4.57%,-, 1.23%
47095,34.51%, 29.72%, 64.23%, 5.55%,-, 0.50%
47097,26.07%, 34.63%, 60.71%, 4.30%,-, 0.36%
47099,0.55%, 45.77%, 46.32%, 7.28%,-, 0.62%
47101,18.70%, 36.08%, 54.78%, 8.78%,-, 0.36%
47103,1.95%, 46.69%, 44.74%, 7.81%,-, 0.76%
47105,11.25%, 51.69%, 40.44%, 6.47%,-, 1.40%
47107,11.28%, 51.78%, 40.50%, 6.99%,-, 0.74%
47109,1.05%, 46.18%, 47.22%, 6.05%,-, 0.55%
47111,4.67%, 48.03%, 43.36%, 8.15%,-, 0.46%
47113,4.50%, 50.42%, 45.92%, 3.27%,-, 0.38%
47115,22.07%, 34.45%, 56.51%, 8.36%,-, 0.69%
47117,21.05%, 35.14%, 56.20%, 7.62%,-, 1.04%
47119,7.92%, 42.47%, 50.39%, 6.64%,-, 0.51%
47121,8.36%, 41.37%, 49.73%, 8.25%,-, 0.64%
47123,3.52%, 48.11%, 44.58%, 6.52%,-, 0.79%
47125,4.06%, 45.01%, 49.06%, 5.30%,-, 0.63%
47127,4.49%, 42.73%, 47.22%, 8.94%,-, 1.11%
47129,13.09%, 38.88%, 51.97%, 8.38%,-, 0.77%
47131,16.61%, 37.36%, 53.97%, 8.08%,-, 0.59%
47133,33.89%, 29.11%, 63.00%, 7.15%,-, 0.75%
47135,29.21%, 31.31%, 60.52%, 7.46%,-, 0.71%
47137,7.00%, 50.51%, 43.51%, 5.60%,-, 0.39%
47139,11.32%, 40.04%, 51.36%, 7.90%,-, 0.69%
47141,4.57%, 43.53%, 48.10%, 7.12%,-, 1.25%
47143,5.52%, 48.72%, 43.20%, 7.55%,-, 0.53%
47145,3.42%, 44.15%, 47.57%, 7.02%,-, 1.26%
47147,10.97%, 41.19%, 52.16%, 6.12%,-, 0.53%
47149,3.39%, 47.61%, 44.22%, 7.34%,-, 0.83%
47151,2.48%, 46.94%, 44.46%, 7.65%,-, 0.96%
47153,6.28%, 42.18%, 48.45%, 8.73%,-, 0.64%
47155,22.60%, 56.83%, 34.23%, 7.92%,-, 1.02%
47157,13.28%, 41.77%, 55.05%, 2.55%,-, 0.64%
47159,32.28%, 30.66%, 62.94%, 5.71%,-, 0.69%
47161,35.23%, 27.79%, 63.02%, 8.21%,-, 0.98%
47163,16.21%, 54.42%, 38.21%, 6.60%,-, 0.77%
47165,3.84%, 48.35%, 44.50%, 6.45%,-, 0.70%
47167,6.57%, 50.40%, 43.82%, 5.31%,-, 0.47%
47169,37.29%, 27.33%, 64.63%, 7.60%,-, 0.44%
47171,17.22%, 54.25%, 37.03%, 7.77%,-, 0.96%
47173,3.29%, 44.08%, 47.37%, 7.53%,-, 1.02%
47175,30.43%, 30.31%, 60.73%, 7.70%,-, 1.26%
47177,18.59%, 36.33%, 54.92%, 7.88%,-, 0.87%
47179,16.36%, 54.42%, 38.06%, 6.42%,-, 1.10%
47181,24.54%, 58.39%, 33.85%, 6.95%,-, 0.82%
47183,9.23%, 41.21%, 50.44%, 7.78%,-, 0.56%
47185,16.49%, 37.65%, 54.14%, 7.61%,-, 0.60%
47187,27.48%, 61.04%, 33.57%, 4.56%,-, 0.83%
47189,0.55%, 46.77%, 46.22%, 6.23%,-, 0.78%
48001,5.71%, 48.19%, 42.49%, 8.73%,-, 0.59%
48003,29.47%, 58.99%, 29.52%, 10.77%,-, 0.72%
48005,1.74%, 46.38%, 44.63%, 8.50%,-, 0.50%
48007,10.82%, 50.66%, 39.84%, 8.80%,-, 0.70%
48009,20.22%, 54.01%, 33.79%, 11.96%,-, 0.25%
48011,33.12%, 62.18%, 29.06%, 8.01%,-, 0.75%
48013,1.70%, 44.33%, 46.02%, 8.79%,-, 0.86%
48015,24.37%, 58.36%, 33.98%, 7.21%,-, 0.45%
48017,26.14%, 60.31%, 34.17%, 5.28%,-, 0.24%
48019,40.84%, 65.22%, 24.38%, 9.17%,-, 1.23%
48021,3.09%, 43.35%, 46.44%, 9.20%,-, 1.01%
48023,4.55%, 41.23%, 45.78%, 12.56%,-, 0.43%
48025,10.84%, 41.19%, 52.03%, 6.15%,-, 0.63%
48027,13.51%, 53.20%, 39.68%, 6.43%,-, 0.70%
48029,5.16%, 44.59%, 49.74%, 4.92%,-, 0.76%
48031,26.87%, 57.87%, 31.00%, 9.95%,-, 1.18%
48033,30.24%, 58.08%, 27.84%, 13.47%,-, 0.60%
48035,6.85%, 47.13%, 40.28%, 12.26%,-, 0.33%
48037,3.10%, 43.56%, 46.66%, 9.43%,-, 0.35%
48039,20.47%, 55.44%, 34.98%, 8.94%,-, 0.64%
48041,21.00%, 57.14%, 36.15%, 5.73%,-, 0.98%
48043,5.94%, 41.66%, 47.60%, 8.66%,-, 2.09%
48045,0.90%, 46.64%, 45.74%, 7.29%,-, 0.34%
48047,72.59%, 11.84%, 84.43%, 3.10%,-, 0.63%
48049,20.24%, 55.35%, 35.11%, 9.17%,-, 0.37%
48051,4.95%, 43.89%, 48.84%, 7.01%,-, 0.26%
48053,14.67%, 51.99%, 37.32%, 10.03%,-, 0.67%
48055,9.23%, 41.41%, 50.65%, 6.97%,-, 0.97%
48057,1.29%, 46.33%, 45.04%, 8.29%,-, 0.34%
48059,17.34%, 52.82%, 35.48%, 11.37%,-, 0.32%
48061,29.13%, 32.63%, 61.76%, 4.89%,-, 0.72%
48063,11.58%, 40.63%, 52.21%, 6.88%,-, 0.27%
48065,36.63%, 63.81%, 27.18%, 8.32%,-, 0.70%
48067,14.99%, 37.51%, 52.50%, 9.58%,-, 0.41%
48069,4.96%, 49.22%, 44.26%, 5.76%,-, 0.76%
48071,15.64%, 52.37%, 36.73%, 10.45%,-, 0.46%
48073,10.23%, 51.07%, 40.85%, 7.65%,-, 0.43%
48075,17.99%, 54.64%, 36.65%, 8.41%,-, 0.31%
48077,7.38%, 48.00%, 40.63%, 11.18%,-, 0.19%
48079,9.43%, 49.93%, 40.49%, 9.51%,-, 0.07%
48081,12.61%, 51.10%, 38.49%, 10.16%,-, 0.26%
48083,8.37%, 49.19%, 40.82%, 9.57%,-, 0.41%
48085,34.53%, 63.01%, 28.48%, 7.86%,-, 0.66%
48087,10.34%, 50.94%, 40.60%, 8.25%,-, 0.21%
48089,8.65%, 49.90%, 41.25%, 8.47%,-, 0.37%
48091,36.96%, 64.33%, 27.37%, 7.30%,-, 0.99%
48093,0.31%, 44.42%, 44.74%, 10.69%,-, 0.15%
48095,5.23%, 47.29%, 42.05%, 10.37%,-, 0.29%
48097,28.77%, 59.53%, 30.76%, 9.35%,-, 0.37%
48099,13.22%, 51.23%, 38.01%, 10.35%,-, 0.42%
48101,8.92%, 40.46%, 49.39%, 9.41%,-, 0.73%
48103,20.28%, 54.21%, 33.94%, 11.07%,-, 0.77%
48105,1.93%, 45.98%, 44.04%, 9.47%,-, 0.52%
48107,6.73%, 42.33%, 49.06%, 8.26%,-, 0.35%
48109,38.28%, 26.51%, 64.79%, 7.98%,-, 0.73%
48111,29.80%, 59.36%, 29.56%, 10.40%,-, 0.67%
48113,0.77%, 46.78%, 46.00%, 6.61%,-, 0.61%
48115,16.93%, 55.53%, 38.60%, 5.56%,-, 0.31%
48117,27.65%, 60.44%, 32.79%, 6.14%,-, 0.63%
48119,6.02%, 42.69%, 48.71%, 8.38%,-, 0.23%
48121,26.14%, 58.53%, 32.38%, 8.33%,-, 0.76%
48123,24.38%, 58.03%, 33.65%, 7.84%,-, 0.49%
48125,8.36%, 39.98%, 48.34%, 11.11%,-, 0.57%
48127,54.76%, 20.19%, 74.96%, 4.28%,-, 0.57%
48129,31.10%, 62.33%, 31.23%, 6.12%,-, 0.32%
48131,73.28%, 11.65%, 84.94%, 2.92%,-, 0.49%
48133,10.28%, 49.61%, 39.33%, 10.69%,-, 0.38%
48135,17.53%, 54.29%, 36.76%, 7.68%,-, 1.26%
48137,7.31%, 50.44%, 43.14%, 5.92%,-, 0.49%
48139,17.52%, 53.91%, 36.39%, 9.24%,-, 0.46%
48141,30.22%, 32.11%, 62.33%, 4.68%,-, 0.88%
48143,11.31%, 49.49%, 38.17%, 11.81%,-, 0.52%
48145,16.57%, 37.59%, 54.16%, 7.97%,-, 0.28%
48147,8.88%, 39.73%, 48.61%, 11.14%,-, 0.51%
48149,13.34%, 52.00%, 38.66%, 8.78%,-, 0.57%
48151,32.72%, 29.04%, 61.76%, 9.19%,-,-
48153,20.54%, 57.78%, 37.24%, 4.76%,-, 0.23%
48155,32.98%, 28.97%, 61.95%, 9.08%,-,-
48157,12.69%, 53.79%, 41.10%, 4.70%,-, 0.41%
48159,2.64%, 45.63%, 42.99%, 11.18%,-, 0.20%
48161,4.23%, 47.37%, 43.14%, 9.32%,-, 0.18%
48163,33.43%, 29.94%, 63.37%, 6.18%,-, 0.51%
48165,25.05%, 56.73%, 31.68%, 11.05%,-, 0.53%
48167,4.00%, 44.01%, 48.02%, 7.36%,-, 0.60%
48169,13.85%, 53.93%, 40.08%, 5.87%,-, 0.11%
